COLLEGE_CODE,COLLEGE_NAME,DISTRICT,OC,BC,BCM,MBC,SC,SCA,ST,RECORD_ID,BRANCH_NAME,BRANCH_CODE
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,151,140.5,145,138.5,101.5,136.5,Not Available,TNEA2025-00113,INFORMATION TECHNOLOGY,it
2601,"Adhiyamaan College of Engineering (Autonomous), Aeri Campus, Dr.M.G.R.Nagar, Hosur, Krishnagiri District-635109.",KRISHNAGIRI,110.5,95.5,145,92.5,101.5,136.5,Not Available,TNEA2025-00114,MECHANICAL ENGINEERING,me
2744,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1, 349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,158,148,156,144.5,84,106,84.5,TNEA2025-00115,Artificial Intelligence and Data Science,ad
2744,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1, 349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,112.5,148,156,99,84,106,84.5,TNEA2025-00116,CIVIL ENGINEERING,ce
2744,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1, 349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,159,147.5,139.5,142.5,84,106,84.5,TNEA2025-00117,COMPUTER SCIENCE AND ENGINEERING,cs
2744,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1, 349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,144.5,142,139.5,125.5,101,106,84.5,TNEA2025-00118,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2744,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1, 349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,152.5,146,101,141,101,106,84.5,TNEA2025-00119,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2744,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1, 349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,155.5,149,135.5,141.5,101,106,84.5,TNEA2025-00120,INFORMATION TECHNOLOGY,it
2744,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1, 349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",COIMBATORE,110.5,93,108,91.5,101,106,84.5,TNEA2025-00121,MECHANICAL ENGINEERING,me
1316,"Agni College of Technology (Autonomous), Thalambur Off.Rajiv Gandhi Salai, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,157,141.5,157,142,136,122,97.5,TNEA2025-00122,Artificial Intelligence and Data Science,ad
1316,"Agni College of Technology (Autonomous), Thalambur Off.Rajiv Gandhi Salai, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,136,86,157,112,103.5,122,97.5,TNEA2025-00123,BIO MEDICAL ENGINEERING,bm
1316,"Agni College of Technology (Autonomous), Thalambur Off.Rajiv Gandhi Salai, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,130,99,113,115,96.5,122,97.5,TNEA2025-00124,CHEMICAL ENGINEERING,ch
1316,"Agni College of Technology (Autonomous), Thalambur Off.Rajiv Gandhi Salai, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,129,107,113,106.5,108.5,122,97.5,TNEA2025-00125,CIVIL ENGINEERING,ce
1316,"Agni College of Technology (Autonomous), Thalambur Off.Rajiv Gandhi Salai, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,154,139.5,128,134.5,112,112,97.5,TNEA2025-00126,COMPUTER SCIENCE AND ENGINEERING,cs
1316,"Agni College of Technology (Autonomous), Thalambur Off.Rajiv Gandhi Salai, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,148,132,128,119,103,112,97.5,TNEA2025-00127,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1316,"Agni College of Technology (Autonomous), Thalambur Off.Rajiv Gandhi Salai, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,158,142,136.5,135.5,111.5,112,97.5,TNEA2025-00128,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1316,"Agni College of Technology (Autonomous), Thalambur Off.Rajiv Gandhi Salai, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,145,136.5,121,132,116,112,97.5,TNEA2025-00129,INFORMATION TECHNOLOGY,it
1316,"Agni College of Technology (Autonomous), Thalambur Off.Rajiv Gandhi Salai, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,125.5,100.5,121,103.5,115.5,112,97.5,TNEA2025-00130,MECHANICAL ENGINEERING,me
1316,"Agni College of Technology (Autonomous), Thalambur Off.Rajiv Gandhi Salai, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,142.5,117.5,115.5,122.5,101.5,112,97.5,TNEA2025-00131,Mechatronics Engineering,mz
2332,"Aishwarya College of Engineering and Technology, Errattaikarad, Paruvachi (Post), Anthiyur, Bhavani (Taluk), Erode District-638312.",ERODE,83.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00132,Artificial Intelligence and Data Science,ad
2332,"Aishwarya College of Engineering and Technology, Errattaikarad, Paruvachi (Post), Anthiyur, Bhavani (Taluk), Erode District-638312.",ERODE,83.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00133,CIVIL ENGINEERING,ce
2332,"Aishwarya College of Engineering and Technology, Errattaikarad, Paruvachi (Post), Anthiyur, Bhavani (Taluk), Erode District-638312.",ERODE,96.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00134,COMPUTER SCIENCE AND ENGINEERING,cs
2332,"Aishwarya College of Engineering and Technology, Errattaikarad, Paruvachi (Post), Anthiyur, Bhavani (Taluk), Erode District-638312.",ERODE,96.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00135,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2332,"Aishwarya College of Engineering and Technology, Errattaikarad, Paruvachi (Post), Anthiyur, Bhavani (Taluk), Erode District-638312.",ERODE,96.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00136,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2332,"Aishwarya College of Engineering and Technology, Errattaikarad, Paruvachi (Post), Anthiyur, Bhavani (Taluk), Erode District-638312.",ERODE,144.99,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00137,MECHANICAL ENGINEERING,me
2763,"Akshaya College of Engineering and Technology, SF No.112/1CPT, 114/1, 115/1, 116/2C, Bagavathipalayam Road, Kinathukadavu, Coimbatore-642109.",COIMBATORE,148,138.5,129,130.5,85,123.5,85.5,TNEA2025-00138,Artificial Intelligence and Data Science,ad
2763,"Akshaya College of Engineering and Technology, SF No.112/1CPT, 114/1, 115/1, 116/2C, Bagavathipalayam Road, Kinathukadavu, Coimbatore-642109.",COIMBATORE,82,138.5,129,130.5,85,123.5,85.5,TNEA2025-00139,CIVIL ENGINEERING,ce
2763,"Akshaya College of Engineering and Technology, SF No.112/1CPT, 114/1, 115/1, 116/2C, Bagavathipalayam Road, Kinathukadavu, Coimbatore-642109.",COIMBATORE,133,124.5,99.5,121.5,104.5,107.5,85.5,TNEA2025-00140,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
2763,"Akshaya College of Engineering and Technology, SF No.112/1CPT, 114/1, 115/1, 116/2C, Bagavathipalayam Road, Kinathukadavu, Coimbatore-642109.",COIMBATORE,144.5,121,136,113.5,95,131,85.5,TNEA2025-00141,COMPUTER SCIENCE AND ENGINEERING,cs
2763,"Akshaya College of Engineering and Technology, SF No.112/1CPT, 114/1, 115/1, 116/2C, Bagavathipalayam Road, Kinathukadavu, Coimbatore-642109.",COIMBATORE,113.5,92,80,86.5,84.5,131,85.5,TNEA2025-00142,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2763,"Akshaya College of Engineering and Technology, SF No.112/1CPT, 114/1, 115/1, 116/2C, Bagavathipalayam Road, Kinathukadavu, Coimbatore-642109.",COIMBATORE,137,110.5,80,111,92.5,92.5,85.5,TNEA2025-00143,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2763,"Akshaya College of Engineering and Technology, SF No.112/1CPT, 114/1, 115/1, 116/2C, Bagavathipalayam Road, Kinathukadavu, Coimbatore-642109.",COIMBATORE,103,82.5,90,101.5,90,92.5,85.5,TNEA2025-00144,MECHANICAL ENGINEERING,me
2763,"Akshaya College of Engineering and Technology, SF No.112/1CPT, 114/1, 115/1, 116/2C, Bagavathipalayam Road, Kinathukadavu, Coimbatore-642109.",COIMBATORE,113.5,104,108,93,82.5,92.5,85.5,TNEA2025-00145,Mechatronics Engineering,mz
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,SIVAGANGAI,179,172,169,170,161.5,145,134,TNEA2025-00146,CIVIL ENGINEERING,ce
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,SIVAGANGAI,191,189,190,189,175.5,157,134,TNEA2025-00147,COMPUTER SCIENCE AND ENGINEERING,cs
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,SIVAGANGAI,185,182,180,177.5,163,136,161.5,TNEA2025-00148,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,SIVAGANGAI,189.5,188,185.5,188,178.5,152.5,161.5,TNEA2025-00149,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
5901,Alagappa Chettair Government College of Engineering and Technology (Autonomous) Karaikudi Sivagangai District 630004,SIVAGANGAI,173,166,165,160,156,136.5,126,TNEA2025-00150,MECHANICAL ENGINEERING,me
1228,"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",TIRUVALLUR,119.5,99,108.5,102,85,Not Available,Not Available,TNEA2025-00151,Artificial Intelligence and Data Science,ad
1228,"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",TIRUVALLUR,121,99,108.5,102,85,Not Available,Not Available,TNEA2025-00152,BIO MEDICAL ENGINEERING,bm
1228,"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",TIRUVALLUR,127,101.5,116,107.5,85,Not Available,Not Available,TNEA2025-00153,COMPUTER SCIENCE AND ENGINEERING,cs
1228,"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",TIRUVALLUR,85.5,101.5,116,107.5,85,Not Available,Not Available,TNEA2025-00154,Computer Science and Engineering (Cyber Security),sc
1228,"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",TIRUVALLUR,110,107.5,116,109.5,85,Not Available,Not Available,TNEA2025-00155,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1228,"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",TIRUVALLUR,88,107.5,116,109.5,85,Not Available,Not Available,TNEA2025-00156,INFORMATION TECHNOLOGY,it
1228,"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124.",TIRUVALLUR,82.5,107.5,116,109.5,85,Not Available,Not Available,TNEA2025-00157,ROBOTICS AND AUTOMATION,rm
1303,"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,136.5,96.5,100,103,109.5,Not Available,Not Available,TNEA2025-00158,AGRICULTURAL ENGINEERING,ag
1303,"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,136.5,96.5,100,103,109.5,Not Available,Not Available,TNEA2025-00159,Artificial Intelligence and Data Science,ad
1303,"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,115,96.5,100,95.5,91.5,Not Available,Not Available,TNEA2025-00160,BIO TECHNOLOGY,bt
1303,"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,113.5,99.5,100,96.5,104,Not Available,Not Available,TNEA2025-00161,COMPUTER SCIENCE AND BUSSINESS SYSTEM,cb
1303,"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,139,116,104.5,88,104,Not Available,Not Available,TNEA2025-00162,COMPUTER SCIENCE AND ENGINEERING,cs
1303,"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,91,82,104.5,86.5,104,Not Available,Not Available,TNEA2025-00163,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
1303,"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,119.5,95,104.5,99,91.5,Not Available,Not Available,TNEA2025-00164,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
1303,"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,128.5,107,104.5,104.5,103,Not Available,Not Available,TNEA2025-00165,INFORMATION TECHNOLOGY,it
1303,"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103.",CHENGALPATTU,87.5,107,104.5,104.5,103,Not Available,Not Available,TNEA2025-00166,MECHANICAL ENGINEERING,me
2733,"Angel College of Engineering and Technology, PK Palayam PO, Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",TIRUPPUR,105,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00167,CIVIL ENGINEERING,ce
2733,"Angel College of Engineering and Technology, PK Palayam PO, Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",TIRUPPUR,105,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00168,COMPUTER SCIENCE AND ENGINEERING,cs
2733,"Angel College of Engineering and Technology, PK Palayam PO, Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",TIRUPPUR,105,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00169,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2733,"Angel College of Engineering and Technology, PK Palayam PO, Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",TIRUPPUR,91,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00170,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2733,"Angel College of Engineering and Technology, PK Palayam PO, Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",TIRUPPUR,95,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00171,FASHION TECHNOLOGY,ft
2733,"Angel College of Engineering and Technology, PK Palayam PO, Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",TIRUPPUR,95,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TNEA2025-00172,MECHANICAL ENGINEERING,me
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",TIRUVARUR,97.5,86.5,126.5,97.5,116.5,Not Available,Not Available,TNEA2025-00173,CHEMICAL ENGINEERING,ch
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",TIRUVARUR,127,86.5,126.5,97.5,116.5,Not Available,Not Available,TNEA2025-00174,CIVIL ENGINEERING,ce
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",TIRUVARUR,172.5,164.5,161.5,152.5,146.5,Not Available,Not Available,TNEA2025-00175,COMPUTER SCIENCE AND ENGINEERING,cs
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",TIRUVARUR,145,104,133.5,112,88,Not Available,Not Available,TNEA2025-00176,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",TIRUVARUR,159.5,153,152.5,143,108,Not Available,Not Available,TNEA2025-00177,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",TIRUVARUR,163.5,155.5,161,144,124.5,Not Available,Not Available,TNEA2025-00178,INFORMATION TECHNOLOGY,it
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",TIRUVARUR,129,117,115.5,115.5,102.5,Not Available,Not Available,TNEA2025-00179,MECHANICAL ENGINEERING,me
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,COIMBATORE,189,181.5,180,181,176,166.5,164,TNEA2025-00180,Artificial Intelligence and Data Science,ad
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,COIMBATORE,187.5,182.5,183,183.5,174,164.5,164,TNEA2025-00181,COMPUTER SCIENCE AND ENGINEERING,cs
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,COIMBATORE,176.5,172,167.5,166,156.5,152,172.5,TNEA2025-00182,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,COIMBATORE,183,179,182,179,170,164,150.5,TNEA2025-00183,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,COIMBATORE,178,174.5,165,172,161,146,150.5,TNEA2025-00184,Electronics Engineering (VLSI Design and Technology),ev
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,COIMBATORE,167,159.5,164.5,154,152.5,154.5,99.5,TNEA2025-00185,MECHANICAL ENGINEERING,me
5010,Anna University Regional Campus - Madurai Kanyakumari National Highway Keelakuilkudi Madurai District 625019,MADURAI f,146.5,119.5,130,128.5,128,109,142.5,TNEA2025-00186,CIVIL ENGINEERING,ce
5010,Anna University Regional Campus - Madurai Kanyakumari National Highway Keelakuilkudi Madurai District 625019,MADURAI f,179,174,176.5,169,159,159.5,142.5,TNEA2025-00187,COMPUTER SCIENCE AND ENGINEERING,cs
5010,Anna University Regional Campus - Madurai Kanyakumari National Highway Keelakuilkudi Madurai District 625019,MADURAI f,163.5,156,140.5,147.5,132.5,122,142.5,TNEA2025-00188,ELECTRICAL AND ELECTRONICS ENGINEERING,ee
5010,Anna University Regional Campus - Madurai Kanyakumari National Highway Keelakuilkudi Madurai District 625019,MADURAI f,175,168.5,172,166.5,150,141.5,142.5,TNEA2025-00189,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
5010,Anna University Regional Campus - Madurai Kanyakumari National Highway Keelakuilkudi Madurai District 625019,MADURAI f,144.5,125.5,131.5,114,112.5,117,99.5,TNEA2025-00190,MECHANICAL ENGINEERING,me
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai Tirunelveli District 627007,TIRUNELVELI,182.5,172.5,179.5,177,171.5,150.5,132,TNEA2025-00191,Artificial Intelligence and Data Science,ad
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai Tirunelveli District 627007,TIRUNELVELI,180,171.5,179.5,166.5,161.5,128.5,132,TNEA2025-00192,COMPUTER SCIENCE AND ENGINEERING,cs
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai Tirunelveli District 627007,TIRUNELVELI,175.5,167.5,170.5,161.5,149.5,123,132,TNEA2025-00193,ELECTRONICS AND COMMUNICATION ENGINEERING,ec
